epoch 0, (supervised training loss (NLL) 269.0510, unsupervised training loss (NLL) 266.4880), (supervised training kl-div 6.1430, unsupervised training kl-div 6.1891), valid error 67.64% (3,382), time 2.12  ***
epoch 1, (supervised training loss (NLL) 203.3335, unsupervised training loss (NLL) 199.5928), (supervised training kl-div 0.5019, unsupervised training kl-div 0.4850), valid error 50.64% (2,532), time 2.13  ***
epoch 2, (supervised training loss (NLL) 192.1658, unsupervised training loss (NLL) 187.6536), (supervised training kl-div 0.5277, unsupervised training kl-div 0.5177), valid error 36.12% (1,806), time 2.13  ***
epoch 3, (supervised training loss (NLL) 181.3802, unsupervised training loss (NLL) 176.7071), (supervised training kl-div 0.9743, unsupervised training kl-div 0.9692), valid error 25.38% (1,269), time 2.14  ***
epoch 4, (supervised training loss (NLL) 174.2460, unsupervised training loss (NLL) 169.9620), (supervised training kl-div 1.4394, unsupervised training kl-div 1.4401), valid error 19.44% (972), time 2.14  ***
epoch 5, (supervised training loss (NLL) 170.5065, unsupervised training loss (NLL) 165.8393), (supervised training kl-div 1.5977, unsupervised training kl-div 1.5994), valid error 17.88% (894), time 2.34  ***
epoch 6, (supervised training loss (NLL) 168.6965, unsupervised training loss (NLL) 163.7652), (supervised training kl-div 1.7300, unsupervised training kl-div 1.7248), valid error 17.46% (873), time 2.29  ***
epoch 7, (supervised training loss (NLL) 166.5646, unsupervised training loss (NLL) 161.7316), (supervised training kl-div 2.1118, unsupervised training kl-div 2.1113), valid error 16.18% (809), time 2.17  ***
epoch 8, (supervised training loss (NLL) 162.0418, unsupervised training loss (NLL) 157.8370), (supervised training kl-div 2.9694, unsupervised training kl-div 2.9581), valid error 14.54% (727), time 2.18  ***
epoch 9, (supervised training loss (NLL) 157.6804, unsupervised training loss (NLL) 153.7734), (supervised training kl-div 3.4874, unsupervised training kl-div 3.4798), valid error 14.10% (705), time 2.19  ***
epoch 10, (supervised training loss (NLL) 154.4975, unsupervised training loss (NLL) 150.9878), (supervised training kl-div 3.7393, unsupervised training kl-div 3.7177), valid error 14.12% (706), time 2.25 
epoch 11, (supervised training loss (NLL) 152.5174, unsupervised training loss (NLL) 148.8348), (supervised training kl-div 4.0075, unsupervised training kl-div 3.9663), valid error 13.24% (662), time 2.22  ***
epoch 12, (supervised training loss (NLL) 150.6243, unsupervised training loss (NLL) 147.0755), (supervised training kl-div 4.2973, unsupervised training kl-div 4.2392), valid error 13.22% (661), time 2.20  ***
epoch 13, (supervised training loss (NLL) 148.7874, unsupervised training loss (NLL) 145.5690), (supervised training kl-div 4.4881, unsupervised training kl-div 4.4217), valid error 12.68% (634), time 2.19  ***
epoch 14, (supervised training loss (NLL) 147.3018, unsupervised training loss (NLL) 144.1162), (supervised training kl-div 4.6774, unsupervised training kl-div 4.6082), valid error 12.36% (618), time 2.20  ***
epoch 15, (supervised training loss (NLL) 145.7922, unsupervised training loss (NLL) 142.7288), (supervised training kl-div 4.8808, unsupervised training kl-div 4.7963), valid error 12.24% (612), time 2.19  ***
epoch 16, (supervised training loss (NLL) 144.1053, unsupervised training loss (NLL) 141.3082), (supervised training kl-div 5.0881, unsupervised training kl-div 5.0156), valid error 11.86% (593), time 2.20  ***
epoch 17, (supervised training loss (NLL) 142.3925, unsupervised training loss (NLL) 139.8733), (supervised training kl-div 5.2884, unsupervised training kl-div 5.2205), valid error 11.66% (583), time 2.19  ***
epoch 18, (supervised training loss (NLL) 140.8950, unsupervised training loss (NLL) 138.4627), (supervised training kl-div 5.5184, unsupervised training kl-div 5.4647), valid error 11.30% (565), time 2.30  ***
epoch 19, (supervised training loss (NLL) 139.3329, unsupervised training loss (NLL) 137.1238), (supervised training kl-div 5.7032, unsupervised training kl-div 5.6530), valid error 10.86% (543), time 2.35  ***
epoch 20, (supervised training loss (NLL) 137.9753, unsupervised training loss (NLL) 135.8610), (supervised training kl-div 5.9068, unsupervised training kl-div 5.8436), valid error 10.58% (529), time 2.28  ***
epoch 21, (supervised training loss (NLL) 136.6426, unsupervised training loss (NLL) 134.6243), (supervised training kl-div 6.0731, unsupervised training kl-div 6.0264), valid error 10.34% (517), time 2.24  ***
epoch 22, (supervised training loss (NLL) 135.4771, unsupervised training loss (NLL) 133.5842), (supervised training kl-div 6.2275, unsupervised training kl-div 6.1730), valid error 10.02% (501), time 2.18  ***
epoch 23, (supervised training loss (NLL) 134.4455, unsupervised training loss (NLL) 132.5809), (supervised training kl-div 6.3412, unsupervised training kl-div 6.3219), valid error 9.76% (488), time 2.20  ***
epoch 24, (supervised training loss (NLL) 133.1424, unsupervised training loss (NLL) 131.5586), (supervised training kl-div 6.4177, unsupervised training kl-div 6.3728), valid error 9.72% (486), time 2.18  ***
epoch 25, (supervised training loss (NLL) 132.2166, unsupervised training loss (NLL) 130.6545), (supervised training kl-div 6.5727, unsupervised training kl-div 6.5385), valid error 9.60% (480), time 2.19  ***
epoch 26, (supervised training loss (NLL) 131.3489, unsupervised training loss (NLL) 129.9163), (supervised training kl-div 6.6995, unsupervised training kl-div 6.6555), valid error 9.54% (477), time 2.18  ***
epoch 27, (supervised training loss (NLL) 130.4000, unsupervised training loss (NLL) 129.1005), (supervised training kl-div 6.8017, unsupervised training kl-div 6.7522), valid error 9.28% (464), time 2.18  ***
epoch 28, (supervised training loss (NLL) 129.6832, unsupervised training loss (NLL) 128.3355), (supervised training kl-div 6.9197, unsupervised training kl-div 6.8913), valid error 8.96% (448), time 2.17  ***
epoch 29, (supervised training loss (NLL) 128.8434, unsupervised training loss (NLL) 127.5346), (supervised training kl-div 7.0455, unsupervised training kl-div 6.9957), valid error 8.92% (446), time 2.17  ***
epoch 30, (supervised training loss (NLL) 128.0237, unsupervised training loss (NLL) 126.8780), (supervised training kl-div 7.1459, unsupervised training kl-div 7.1086), valid error 9.10% (455), time 2.17 
epoch 31, (supervised training loss (NLL) 127.2706, unsupervised training loss (NLL) 126.2353), (supervised training kl-div 7.2587, unsupervised training kl-div 7.2012), valid error 8.86% (443), time 2.17  ***
epoch 32, (supervised training loss (NLL) 126.6071, unsupervised training loss (NLL) 125.5268), (supervised training kl-div 7.3688, unsupervised training kl-div 7.3173), valid error 8.84% (442), time 2.17  ***
epoch 33, (supervised training loss (NLL) 125.9035, unsupervised training loss (NLL) 124.9800), (supervised training kl-div 7.5050, unsupervised training kl-div 7.4547), valid error 9.04% (452), time 2.17 
epoch 34, (supervised training loss (NLL) 125.3003, unsupervised training loss (NLL) 124.3809), (supervised training kl-div 7.5884, unsupervised training kl-div 7.5516), valid error 8.80% (440), time 2.16  ***
epoch 35, (supervised training loss (NLL) 124.5757, unsupervised training loss (NLL) 123.8332), (supervised training kl-div 7.6844, unsupervised training kl-div 7.6367), valid error 8.70% (435), time 2.16  ***
epoch 36, (supervised training loss (NLL) 123.9940, unsupervised training loss (NLL) 123.2598), (supervised training kl-div 7.7779, unsupervised training kl-div 7.7352), valid error 8.64% (432), time 2.16  ***
epoch 37, (supervised training loss (NLL) 123.2986, unsupervised training loss (NLL) 122.7654), (supervised training kl-div 7.8337, unsupervised training kl-div 7.7893), valid error 8.64% (432), time 2.19 
epoch 38, (supervised training loss (NLL) 123.0401, unsupervised training loss (NLL) 122.3393), (supervised training kl-div 7.9252, unsupervised training kl-div 7.8890), valid error 8.54% (427), time 2.19  ***
epoch 39, (supervised training loss (NLL) 122.4523, unsupervised training loss (NLL) 121.8521), (supervised training kl-div 8.0164, unsupervised training kl-div 7.9889), valid error 8.46% (423), time 2.15  ***
