epoch 0, (supervised training loss (NLL) 233.9129, unsupervised training loss (NLL) 233.6132), (supervised training kl-div 9.5705, unsupervised training kl-div 9.5817), valid error 38.38% (1,919), time 1.89  ***
epoch 1, (supervised training loss (NLL) 201.1132, unsupervised training loss (NLL) 201.2941), (supervised training kl-div 5.6116, unsupervised training kl-div 5.5666), valid error 37.90% (1,895), time 1.91  ***
epoch 2, (supervised training loss (NLL) 180.1598, unsupervised training loss (NLL) 180.8083), (supervised training kl-div 6.4581, unsupervised training kl-div 6.3522), valid error 24.74% (1,237), time 1.97  ***
epoch 3, (supervised training loss (NLL) 156.3918, unsupervised training loss (NLL) 156.9287), (supervised training kl-div 9.1222, unsupervised training kl-div 9.0438), valid error 22.08% (1,104), time 1.92  ***
epoch 4, (supervised training loss (NLL) 142.3076, unsupervised training loss (NLL) 143.4488), (supervised training kl-div 10.5861, unsupervised training kl-div 10.4719), valid error 18.04% (902), time 1.92  ***
epoch 5, (supervised training loss (NLL) 132.3513, unsupervised training loss (NLL) 133.5680), (supervised training kl-div 11.9722, unsupervised training kl-div 11.8625), valid error 17.26% (863), time 1.93  ***
epoch 6, (supervised training loss (NLL) 124.8659, unsupervised training loss (NLL) 126.1377), (supervised training kl-div 13.2594, unsupervised training kl-div 13.1592), valid error 15.28% (764), time 1.93  ***
epoch 7, (supervised training loss (NLL) 119.1221, unsupervised training loss (NLL) 120.4333), (supervised training kl-div 14.2397, unsupervised training kl-div 14.1482), valid error 13.80% (690), time 2.14  ***
epoch 8, (supervised training loss (NLL) 113.6473, unsupervised training loss (NLL) 114.8745), (supervised training kl-div 15.3868, unsupervised training kl-div 15.3049), valid error 13.82% (691), time 1.94 
epoch 9, (supervised training loss (NLL) 108.7569, unsupervised training loss (NLL) 110.1471), (supervised training kl-div 16.3827, unsupervised training kl-div 16.2957), valid error 13.08% (654), time 1.92  ***
epoch 10, (supervised training loss (NLL) 105.2324, unsupervised training loss (NLL) 106.5996), (supervised training kl-div 17.2378, unsupervised training kl-div 17.1393), valid error 12.14% (607), time 1.93  ***
epoch 11, (supervised training loss (NLL) 102.2647, unsupervised training loss (NLL) 103.8696), (supervised training kl-div 17.7813, unsupervised training kl-div 17.6589), valid error 11.84% (592), time 1.92  ***
epoch 12, (supervised training loss (NLL) 99.7035, unsupervised training loss (NLL) 101.4517), (supervised training kl-div 18.3620, unsupervised training kl-div 18.2039), valid error 11.42% (571), time 1.91  ***
epoch 13, (supervised training loss (NLL) 97.6781, unsupervised training loss (NLL) 99.4271), (supervised training kl-div 18.7830, unsupervised training kl-div 18.6223), valid error 10.98% (549), time 1.92  ***
epoch 14, (supervised training loss (NLL) 95.7764, unsupervised training loss (NLL) 97.6848), (supervised training kl-div 19.1708, unsupervised training kl-div 19.0352), valid error 10.70% (535), time 1.90  ***
epoch 15, (supervised training loss (NLL) 94.0902, unsupervised training loss (NLL) 96.2789), (supervised training kl-div 19.4724, unsupervised training kl-div 19.3222), valid error 9.88% (494), time 1.90  ***
