epoch 0, (supervised training loss (NLL) 233.5730, unsupervised training loss (NLL) 236.8166), (supervised training kl-div 10.3008, unsupervised training kl-div 10.4400), valid error 66.32% (3,316), time 3.60  ***
epoch 1, (supervised training loss (NLL) 201.5650, unsupervised training loss (NLL) 205.2951), (supervised training kl-div 5.1796, unsupervised training kl-div 5.1336), valid error 51.24% (2,562), time 3.29  ***
epoch 2, (supervised training loss (NLL) 193.8148, unsupervised training loss (NLL) 197.1615), (supervised training kl-div 4.3193, unsupervised training kl-div 4.2634), valid error 38.06% (1,903), time 3.27  ***
epoch 3, (supervised training loss (NLL) 176.5913, unsupervised training loss (NLL) 179.8253), (supervised training kl-div 6.1055, unsupervised training kl-div 5.9854), valid error 29.28% (1,464), time 3.29  ***
epoch 4, (supervised training loss (NLL) 166.2183, unsupervised training loss (NLL) 170.2174), (supervised training kl-div 7.2551, unsupervised training kl-div 7.2689), valid error 28.16% (1,408), time 3.36  ***
epoch 5, (supervised training loss (NLL) 152.3882, unsupervised training loss (NLL) 155.5081), (supervised training kl-div 9.9238, unsupervised training kl-div 10.0314), valid error 23.36% (1,168), time 2.09  ***
epoch 6, (supervised training loss (NLL) 144.7133, unsupervised training loss (NLL) 147.8077), (supervised training kl-div 11.1713, unsupervised training kl-div 11.1762), valid error 19.32% (966), time 2.06  ***
epoch 7, (supervised training loss (NLL) 138.7108, unsupervised training loss (NLL) 142.4155), (supervised training kl-div 11.8277, unsupervised training kl-div 11.8369), valid error 18.08% (904), time 2.09  ***
epoch 8, (supervised training loss (NLL) 132.3840, unsupervised training loss (NLL) 136.5533), (supervised training kl-div 12.9703, unsupervised training kl-div 12.8216), valid error 17.80% (890), time 2.01  ***
epoch 9, (supervised training loss (NLL) 126.9240, unsupervised training loss (NLL) 131.7330), (supervised training kl-div 13.8104, unsupervised training kl-div 13.5113), valid error 17.98% (899), time 2.00 
epoch 10, (supervised training loss (NLL) 122.8313, unsupervised training loss (NLL) 127.7479), (supervised training kl-div 14.2805, unsupervised training kl-div 13.9235), valid error 17.44% (872), time 3.21  ***
epoch 11, (supervised training loss (NLL) 118.6827, unsupervised training loss (NLL) 124.0533), (supervised training kl-div 14.9212, unsupervised training kl-div 14.4839), valid error 16.22% (811), time 3.28  ***
epoch 12, (supervised training loss (NLL) 114.3554, unsupervised training loss (NLL) 120.7530), (supervised training kl-div 15.4126, unsupervised training kl-div 14.8637), valid error 15.40% (770), time 3.25  ***
epoch 13, (supervised training loss (NLL) 111.3031, unsupervised training loss (NLL) 118.0050), (supervised training kl-div 15.9064, unsupervised training kl-div 15.2829), valid error 15.58% (779), time 3.43 
epoch 14, (supervised training loss (NLL) 108.6272, unsupervised training loss (NLL) 115.3083), (supervised training kl-div 16.4439, unsupervised training kl-div 15.8326), valid error 14.10% (705), time 3.31  ***
epoch 15, (supervised training loss (NLL) 105.5990, unsupervised training loss (NLL) 112.5532), (supervised training kl-div 17.1118, unsupervised training kl-div 16.4088), valid error 14.44% (722), time 3.48 
epoch 16, (supervised training loss (NLL) 102.8214, unsupervised training loss (NLL) 110.7332), (supervised training kl-div 17.4456, unsupervised training kl-div 16.7006), valid error 14.40% (720), time 3.73 
epoch 17, (supervised training loss (NLL) 101.2849, unsupervised training loss (NLL) 108.7344), (supervised training kl-div 17.9326, unsupervised training kl-div 17.2533), valid error 14.26% (713), time 2.81 
epoch 18, (supervised training loss (NLL) 99.0535, unsupervised training loss (NLL) 107.2853), (supervised training kl-div 18.1269, unsupervised training kl-div 17.4123), valid error 14.16% (708), time 2.01 
epoch 19, (supervised training loss (NLL) 97.2572, unsupervised training loss (NLL) 105.8906), (supervised training kl-div 18.3380, unsupervised training kl-div 17.6966), valid error 13.86% (693), time 1.98  ***
epoch 20, (supervised training loss (NLL) 96.0110, unsupervised training loss (NLL) 104.6788), (supervised training kl-div 18.6050, unsupervised training kl-div 17.9007), valid error 13.90% (695), time 1.99 
epoch 21, (supervised training loss (NLL) 94.3640, unsupervised training loss (NLL) 103.3814), (supervised training kl-div 18.9040, unsupervised training kl-div 18.1698), valid error 13.70% (685), time 2.00  ***
epoch 22, (supervised training loss (NLL) 92.9598, unsupervised training loss (NLL) 102.5107), (supervised training kl-div 19.1056, unsupervised training kl-div 18.3356), valid error 13.78% (689), time 2.13 
epoch 23, (supervised training loss (NLL) 92.1316, unsupervised training loss (NLL) 101.5378), (supervised training kl-div 19.3502, unsupervised training kl-div 18.5437), valid error 13.68% (684), time 2.04  ***
epoch 24, (supervised training loss (NLL) 90.9106, unsupervised training loss (NLL) 100.7708), (supervised training kl-div 19.4823, unsupervised training kl-div 18.6940), valid error 14.00% (700), time 1.99 
